Ablesezeitpunkt;Zaehlerstand Einheitstarif;Zaehlerstand Hochtarif;Zaehlerstand Niedertarif;Verbrauch Einheitstarif;Verbrauch Hochtarif;Verbrauch Niedertarif
2023-02-24T00:00:00.000+01:00;2394,779;0;0;3548;0;0
2023-02-25T00:00:00.000+01:00;2398,702;0;0;3923;0;0
2023-02-26T00:00:00.000+01:00;2404,59;0;0;5888;0;0
2023-02-27T00:00:00.000+01:00;2409,184;0;0;4594;0;0
2023-02-28T00:00:00.000+01:00;2414,032;0;0;4848;0;0
2023-03-01T00:00:00.000+01:00;2419,433;0;0;5401;0;0
2023-03-02T00:00:00.000+01:00;2428,901;0;0;9468;0;0
2023-03-03T00:00:00.000+01:00;2432,435;0;0;3534;0;0
2023-03-04T00:00:00.000+01:00;2438,717;0;0;6282;0;0
2023-03-05T00:00:00.000+01:00;2445,403;0;0;6686;0;0
2023-03-06T00:00:00.000+01:00;2448,865;0;0;3462;0;0
2023-03-07T00:00:00.000+01:00;2453,098;0;0;4233;0;0
2023-03-08T00:00:00.000+01:00;2457,659;0;0;4561;0;0
2023-03-09T00:00:00.000+01:00;2462,372;0;0;4713;0;0
2023-03-10T00:00:00.000+01:00;2468,054;0;0;5682;0;0
2023-03-11T00:00:00.000+01:00;2478,385;0;0;10331;0;0
2023-03-12T00:00:00.000+01:00;2489,507;0;0;11122;0;0
2023-03-13T00:00:00.000+01:00;2499,187;0;0;9680;0;0
2023-03-14T00:00:00.000+01:00;2502,052;0;0;2865;0;0
2023-03-15T00:00:00.000+01:00;2504,974;0;0;2922;0;0
2023-03-16T00:00:00.000+01:00;2509,734;0;0;4760;0;0
2023-03-17T00:00:00.000+01:00;2513,097;0;0;3363;0;0
2023-03-18T00:00:00.000+01:00;2517,747;0;0;4650;0;0
2023-03-19T00:00:00.000+01:00;2523,19;0;0;5443;0;0
2023-03-20T00:00:00.000+01:00;2527,194;0;0;4004;0;0
2023-03-21T00:00:00.000+01:00;2536,646;0;0;9452;0;0
2023-03-22T00:00:00.000+01:00;2548,591;0;0;11945;0;0
2023-03-23T00:00:00.000+01:00;2554,896;0;0;6305;0;0
2023-03-24T00:00:00.000+01:00;2559,467;0;0;4571;0;0
2023-03-25T00:00:00.000+01:00;2566,696;0;0;7229;0;0
2023-03-26T00:00:00.000+01:00;0;0;0;4846;0;0
2023-03-27T00:00:00.000+02:00;2580,975;0;0;9433;0;0
2023-03-28T00:00:00.000+02:00;2583,444;0;0;2469;0;0
2023-03-29T00:00:00.000+02:00;2586,428;0;0;2984;0;0
2023-03-30T00:00:00.000+02:00;2591,248;0;0;4820;0;0
2023-03-31T00:00:00.000+02:00;2593,559;0;0;2311;0;0
