Ablesezeitpunkt;Zaehlerstand Einheitstarif;Zaehlerstand Hochtarif;Zaehlerstand Niedertarif;Verbrauch Einheitstarif;Verbrauch Hochtarif;Verbrauch Niedertarif
2023-02-07T00:00:00.000+01:00;324,677;0;0;274;0;0
2023-02-08T00:00:00.000+01:00;324,971;0;0;294;0;0
2023-02-09T00:00:00.000+01:00;326,025;0;0;1054;0;0
2023-02-10T00:00:00.000+01:00;327,333;0;0;1308;0;0
2023-02-11T00:00:00.000+01:00;328,433;0;0;1100;0;0
2023-02-12T00:00:00.000+01:00;328,706;0;0;273;0;0
2023-02-13T00:00:00.000+01:00;329,72;0;0;1014;0;0
2023-02-14T00:00:00.000+01:00;330,172;0;0;452;0;0
2023-02-15T00:00:00.000+01:00;330,661;0;0;489;0;0
2023-02-16T00:00:00.000+01:00;331,435;0;0;774;0;0
2023-02-17T00:00:00.000+01:00;332,47;0;0;1035;0;0
2023-02-18T00:00:00.000+01:00;333,136;0;0;666;0;0
2023-02-19T00:00:00.000+01:00;333,432;0;0;296;0;0
2023-02-20T00:00:00.000+01:00;334,577;0;0;1145;0;0
2023-02-21T00:00:00.000+01:00;334,886;0;0;309;0;0
2023-02-22T00:00:00.000+01:00;335,927;0;0;1041;0;0
2023-02-23T00:00:00.000+01:00;336,209;0;0;282;0;0
2023-02-24T00:00:00.000+01:00;337,232;0;0;1023;0;0
2023-02-25T00:00:00.000+01:00;337,949;0;0;717;0;0
2023-02-26T00:00:00.000+01:00;339,024;0;0;1075;0;0
2023-02-27T00:00:00.000+01:00;340,08;0;0;1056;0;0
2023-02-28T00:00:00.000+01:00;341,314;0;0;1234;0;0
2023-03-01T00:00:00.000+01:00;342,005;0;0;691;0;0
2023-03-02T00:00:00.000+01:00;343,052;0;0;1047;0;0
2023-03-03T00:00:00.000+01:00;343,909;0;0;857;0;0
2023-03-04T00:00:00.000+01:00;345,055;0;0;1146;0;0
2023-03-05T00:00:00.000+01:00;346,323;0;0;1268;0;0
2023-03-06T00:00:00.000+01:00;347,545;0;0;1222;0;0
2023-03-07T00:00:00.000+01:00;348,633;0;0;1088;0;0
2023-03-08T00:00:00.000+01:00;349,685;0;0;1052;0;0
2023-03-09T00:00:00.000+01:00;350,002;0;0;317;0;0
2023-03-10T00:00:00.000+01:00;350,337;0;0;335;0;0
2023-03-11T00:00:00.000+01:00;350,337;0;0;0;0;0
2023-03-12T00:00:00.000+01:00;351,02;0;0;683;0;0
2023-03-13T00:00:00.000+01:00;351,51;0;0;490;0;0
2023-03-14T00:00:00.000+01:00;352,402;0;0;892;0;0
2023-03-15T00:00:00.000+01:00;353,12;0;0;718;0;0
2023-03-16T00:00:00.000+01:00;354,118;0;0;998;0;0
2023-03-17T00:00:00.000+01:00;354,371;0;0;253;0;0
2023-03-18T00:00:00.000+01:00;355,397;0;0;1026;0;0
2023-03-19T00:00:00.000+01:00;356,46;0;0;1063;0;0
2023-03-20T00:00:00.000+01:00;357,074;0;0;614;0;0
2023-03-21T00:00:00.000+01:00;357,074;0;0;0;0;0
2023-03-22T00:00:00.000+01:00;357,074;0;0;0;0;0
2023-03-23T00:00:00.000+01:00;357,074;0;0;0;0;0
2023-03-24T00:00:00.000+01:00;357,581;0;0;507;0;0
2023-03-25T00:00:00.000+01:00;358,449;0;0;868;0;0
2023-03-26T00:00:00.000+01:00;0;0;0;0;0;0
2023-03-27T00:00:00.000+02:00;359,55;0;0;1101;0;0
2023-03-28T00:00:00.000+02:00;360,744;0;0;1194;0;0
2023-03-29T00:00:00.000+02:00;361,474;0;0;730;0;0
2023-03-30T00:00:00.000+02:00;361,743;0;0;269;0;0
2023-03-31T00:00:00.000+02:00;362,342;0;0;599;0;0
